,Model,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.hresnet18,0.03064903846153846,5.057035354467539,0.01784571,5.1721945,0,0.01,0.0005,432.9450180530548
1,model_type.hresnet18,0.05268429487179487,4.8027846324138155,0.040132843,4.938355,1,0.01,0.0005,820.7912037372589
2,model_type.hresnet18,0.07351762820512821,4.601240971149543,0.064570665,4.7143474,2,0.01,0.0005,1208.281982421875
3,model_type.hresnet18,0.0907451923076923,4.453999592707707,0.08383683,4.54333,3,0.01,0.0005,1601.5828235149384
4,model_type.hresnet18,0.10697115384615384,4.3031428868954,0.103463106,4.394748,4,0.01,0.0005,1988.0633628368378
5,model_type.hresnet18,0.1326121794871795,4.175040358152145,0.121668935,4.255669,5,0.01,0.0005,2372.921208381653
6,model_type.hresnet18,0.13942307692307693,4.079779566862644,0.13863437,4.130076,6,0.01,0.0005,2761.811357498169
7,model_type.hresnet18,0.16125801282051283,3.9541676411261926,0.15611996,4.0069585,7,0.01,0.0005,3150.532882452011
8,model_type.hresnet18,0.17487980769230768,3.853883079993419,0.17310539,3.890711,8,0.01,0.0005,3537.5668642520905
9,model_type.hresnet18,0.19471153846153846,3.724018708253518,0.19048095,3.777661,9,0.01,0.0005,3931.4054284095764
10,model_type.hresnet18,0.19571314102564102,3.7162409959695277,0.20613596,3.6730468,10,0.01,0.0005,4322.006216049194
11,model_type.hresnet18,0.22415865384615385,3.5398144599718924,0.221881,3.570825,11,0.01,0.0005,4710.06191444397
12,model_type.hresnet18,0.2075320512820513,3.6162151984679394,0.23693582,3.4790158,12,0.01,0.0005,5097.143241882324
13,model_type.hresnet18,0.2588141025641026,3.344177123827812,0.25105032,3.389613,13,0.01,0.0005,5484.002813339233
14,model_type.hresnet18,0.2375801282051282,3.467270013613579,0.26577505,3.306281,14,0.01,0.0005,5867.882105350494
15,model_type.hresnet18,0.2514022435897436,3.3742795479603305,0.2800296,3.2253098,15,0.01,0.0005,6256.178451299667
