,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Time
0,model_type.alexnet,activation.relu,0.30987870065789475,1.8031905701285915,0.28408867,1.953274,0,0.01,0.0005,304.11227464675903
1,model_type.alexnet,activation.relu,0.4966077302631579,1.3795707476766486,0.3980289,1.6014076,1,0.01,0.0005,587.8570604324341
2,model_type.alexnet,activation.relu,0.6556846217105263,0.9288241580912941,0.62862515,1.0106859,2,0.01,0.0005,847.7653050422668
3,model_type.alexnet,activation.relu,0.711194490131579,0.767716994411067,0.7167101,0.7559839,3,0.01,0.0005,1115.0612614154816
4,model_type.alexnet,activation.relu,0.7051295230263158,0.8091821482307032,0.7446729,0.6766929,4,0.01,0.0005,1401.2791366577148
5,model_type.alexnet,activation.relu,0.7403371710526315,0.6893442241769088,0.76273715,0.63081706,5,0.01,0.0005,1666.8971347808838
6,model_type.alexnet,activation.relu,0.7326274671052632,0.7273031630014118,0.77417177,0.5973398,6,0.01,0.0005,1928.2668747901917
7,model_type.alexnet,activation.relu,0.7433696546052632,0.6852104099173295,0.78367084,0.5722672,7,0.01,0.0005,2190.0691442489624
8,model_type.alexnet,activation.relu,0.7489720394736842,0.6712734511024073,0.7901101,0.555732,8,0.01,0.0005,2467.263858318329
9,model_type.alexnet,activation.relu,0.7584806743421053,0.6495048999786377,0.7946876,0.5416688,9,0.01,0.0005,2755.692176580429
10,model_type.alexnet,activation.relu,0.764391447368421,0.6158572780458551,0.79898864,0.5293846,10,0.01,0.0005,3071.5420689582825
11,model_type.alexnet,activation.relu,0.7320106907894737,0.7146031542828208,0.8018089,0.52101475,11,0.01,0.0005,3353.7559626102448
12,model_type.alexnet,activation.relu,0.7656763980263158,0.6230398573373493,0.80437106,0.5131441,12,0.01,0.0005,3625.7643761634827
13,model_type.alexnet,activation.relu,0.7504625822368421,0.6548980286246852,0.8073019,0.50620157,13,0.01,0.0005,3888.128331899643
14,model_type.alexnet,activation.relu,0.7432668585526315,0.6821703879456771,0.80880725,0.4999505,14,0.01,0.0005,4153.579190969467
15,model_type.alexnet,activation.relu,0.7268708881578947,0.6941866749211362,0.81120354,0.4953239,15,0.01,0.0005,4416.700123310089
16,model_type.alexnet,activation.relu,0.7779605263157895,0.5812727997177526,0.81336635,0.48964822,16,0.01,0.0005,4689.905839443207
17,model_type.alexnet,activation.relu,0.766858552631579,0.6197318528827868,0.81466895,0.48540908,17,0.01,0.0005,4984.394382715225
18,model_type.alexnet,activation.relu,0.7804276315789473,0.5783498381313524,0.81535095,0.48132238,18,0.01,0.0005,5243.733546972275
19,model_type.alexnet,activation.relu,0.7713301809210527,0.6022288485577232,0.8177411,0.47668472,19,0.01,0.0005,5506.017884969711
20,model_type.alexnet,activation.relu,0.7602282072368421,0.630601233557651,0.81884706,0.47379747,20,0.01,0.0005,5766.762419462204
21,model_type.alexnet,activation.relu,0.7475842927631579,0.6780841162330226,0.82016814,0.46969396,21,0.01,0.0005,6049.087839841843
22,model_type.alexnet,activation.relu,0.768811677631579,0.6151160566430343,0.8216366,0.4666767,22,0.01,0.0005,6314.262691259384
23,model_type.alexnet,activation.relu,0.759046052631579,0.6551299785312853,0.8224169,0.46390694,23,0.01,0.0005,6574.860890865326
24,model_type.alexnet,activation.relu,0.7586862664473685,0.6417558632398906,0.8242049,0.45986378,24,0.01,0.0005,6854.301895856857
25,model_type.alexnet,activation.relu,0.7622327302631579,0.6213107987454063,0.82434624,0.45598912,25,0.01,0.0005,7146.258526325226
26,model_type.alexnet,activation.relu,0.7810444078947368,0.5830500659189726,0.8265582,0.45355082,26,0.01,0.0005,7421.221210002899
27,model_type.alexnet,activation.relu,0.7455283717105263,0.672487591442309,0.8272156,0.45102164,27,0.01,0.0005,7682.644635438919
28,model_type.alexnet,activation.relu,0.768811677631579,0.6090673553316217,0.8281434,0.44807023,28,0.01,0.0005,7966.881460905075
29,model_type.alexnet,activation.relu,0.7447060032894737,0.6791280257074457,0.8291388,0.44527736,29,0.01,0.0005,8246.508289575577
30,model_type.alexnet,activation.relu,0.7654708059210527,0.6062210923747012,0.83976847,0.41641816,30,0.01,0.0005,8509.230571269989
31,model_type.alexnet,activation.relu,0.760485197368421,0.6261331595872578,0.84204185,0.41098514,31,0.01,0.0005,8786.142035961151
32,model_type.alexnet,activation.relu,0.765881990131579,0.6101250428902475,0.8417531,0.40957335,32,0.01,0.0005,9072.710484266281
