,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3547,1.8400805,0.31414053,1.9370093,0,0.0001,1e-05,100,1,,
1,model_type.euclidean,activation.dmelu,0.3798,1.7753731,0.3699584,1.8062414,1,0.0001,1e-05,100,1,,
2,model_type.euclidean,activation.dmelu,0.3953,1.727691,0.38608354,1.7561306,2,0.0001,1e-05,100,1,,
3,model_type.euclidean,activation.dmelu,0.40879998,1.7040279,0.40164852,1.7177622,3,0.0001,1e-05,100,1,,
4,model_type.euclidean,activation.dmelu,0.4164,1.6722627,0.41519287,1.6838388,4,0.0001,1e-05,100,1,,
5,model_type.euclidean,activation.dmelu,0.422,1.655494,0.4233755,1.6579546,5,0.0001,1e-05,100,1,,
6,model_type.euclidean,activation.dmelu,0.4191,1.6681722,0.43231833,1.633471,6,0.0001,1e-05,100,1,,
7,model_type.euclidean,activation.dmelu,0.4288,1.6256928,0.44106114,1.6101196,7,0.0001,1e-05,100,1,,
8,model_type.euclidean,activation.dmelu,0.43249997,1.6065588,0.44598272,1.592366,8,0.0001,1e-05,100,1,,
9,model_type.euclidean,activation.dmelu,0.44739997,1.5819559,0.45426536,1.574532,9,0.0001,1e-05,100,1,,
10,model_type.euclidean,activation.dmelu,0.4495,1.5724819,0.4606274,1.5553392,10,0.0001,1e-05,100,1,,
11,model_type.euclidean,activation.dmelu,0.4472,1.5732409,0.46596912,1.5429744,11,0.0001,1e-05,100,1,,
12,model_type.euclidean,activation.dmelu,0.4585,1.5463464,0.47109076,1.5286644,12,0.0001,1e-05,100,1,,
13,model_type.euclidean,activation.dmelu,0.4615,1.5432384,0.47295135,1.5145324,13,0.0001,1e-05,100,1,,
14,model_type.euclidean,activation.dmelu,0.4671,1.5277628,0.4802737,1.5009687,14,0.0001,1e-05,100,1,,
15,model_type.euclidean,activation.dmelu,0.4675,1.5178628,0.48249438,1.4915278,15,0.0001,1e-05,100,1,,
16,model_type.euclidean,activation.dmelu,0.46069998,1.520013,0.48757604,1.4779487,16,0.0001,1e-05,100,1,,
17,model_type.euclidean,activation.dmelu,0.4502,1.5425498,0.48981676,1.4678408,17,0.0001,1e-05,100,1,,
18,model_type.euclidean,activation.dmelu,0.4727,1.5044645,0.49181738,1.4586323,18,0.0001,1e-05,100,1,,
19,model_type.euclidean,activation.dmelu,0.4786,1.4910654,0.49903968,1.446092,19,0.0001,1e-05,100,1,,
20,model_type.euclidean,activation.dmelu,0.47829998,1.4933494,0.50176054,1.4363173,20,0.0001,1e-05,100,1,,
21,model_type.euclidean,activation.dmelu,0.48439997,1.4752501,0.5056618,1.4272786,21,0.0001,1e-05,100,1,,
22,model_type.euclidean,activation.dmelu,0.48569998,1.4665338,0.5053417,1.4191258,22,0.0001,1e-05,100,1,,
23,model_type.euclidean,activation.dmelu,0.47399998,1.4931675,0.5116037,1.4089636,23,0.0001,1e-05,100,1,,
24,model_type.euclidean,activation.dmelu,0.4856,1.4702722,0.5136844,1.401416,24,0.0001,1e-05,100,1,,
25,model_type.euclidean,activation.dmelu,0.48079997,1.4861839,0.5172855,1.3925694,25,0.0001,1e-05,100,1,,
