Model,Activation,Dataset,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Optimizer,Neurons,Nlayers,Time
poincare,relu,kmnist,0.7538999915122986,0.8032076358795166,0.7101379264392325,0.9330747515471505,0,0.01,1e-05,sgd,100,2,21.264439582824707
poincare,relu,kmnist,0.7982999682426453,0.6606839895248413,0.8898753997867804,0.36192918756305537,1,0.01,1e-05,sgd,100,2,42.71653366088867
poincare,relu,kmnist,0.8362999558448792,0.5436375737190247,0.9213419509594882,0.25819454761519867,2,0.01,1e-05,sgd,100,2,64.04082369804382
poincare,relu,kmnist,0.8507999777793884,0.5053225755691528,0.9380830223880597,0.20501712894142626,3,0.01,1e-05,sgd,100,2,85.30721282958984
poincare,relu,kmnist,0.8187999725341797,0.6603447198867798,0.9516924307036247,0.1647610932306599,4,0.01,1e-05,sgd,100,2,106.53280425071716
poincare,relu,kmnist,0.8571999669075012,0.5139136910438538,0.9575892857142857,0.1419107036949046,5,0.01,1e-05,sgd,100,2,127.61021041870117
poincare,relu,kmnist,0.8657999634742737,0.4809204936027527,0.9633195628997868,0.1226854867923425,6,0.01,1e-05,sgd,100,2,148.83747100830078
poincare,relu,kmnist,0.8726999759674072,0.4669361412525177,0.9685001332622601,0.10696186102293273,7,0.01,1e-05,sgd,100,2,170.21404480934143
poincare,relu,kmnist,0.8777999877929688,0.4369165599346161,0.9719316364605544,0.09409372171144813,8,0.01,1e-05,sgd,100,2,191.36628365516663
poincare,relu,kmnist,0.8816999793052673,0.4433753788471222,0.9750799573560768,0.08451642901815379,9,0.01,1e-05,sgd,100,2,212.67939257621765
poincare,relu,kmnist,0.8618999719619751,0.5136222243309021,0.9787779850746269,0.0733030621085995,10,0.01,1e-05,sgd,100,2,233.8432743549347
poincare,relu,kmnist,0.8746999502182007,0.47861161828041077,0.9802771855010661,0.06807096719395306,11,0.01,1e-05,sgd,100,2,254.89394307136536
poincare,relu,kmnist,0.8775999546051025,0.48539331555366516,0.9821928304904051,0.059457769018979166,12,0.01,1e-05,sgd,100,2,276.17592430114746
poincare,relu,kmnist,0.8450999855995178,0.6867201924324036,0.9847581289978679,0.05371651056568637,13,0.01,1e-05,sgd,100,2,297.3671178817749
poincare,relu,kmnist,0.8660999536514282,0.5881069898605347,0.9841917643923241,0.053586447490940194,14,0.01,1e-05,sgd,100,2,318.6108946800232
poincare,relu,kmnist,0.8739999532699585,0.5354453921318054,0.9871068763326226,0.04524827626611251,15,0.01,1e-05,sgd,100,2,339.8712100982666
poincare,relu,kmnist,0.8797999620437622,0.5361828804016113,0.9884228411513859,0.040441931475317286,16,0.01,1e-05,sgd,100,2,361.53137946128845
poincare,relu,kmnist,0.8766999840736389,0.5643526315689087,0.9896388592750534,0.03668917015884697,17,0.01,1e-05,sgd,100,2,383.0724129676819
poincare,relu,kmnist,0.8788999915122986,0.5705550909042358,0.9895888859275054,0.03695735121151429,18,0.01,1e-05,sgd,100,2,404.14776706695557
poincare,relu,kmnist,0.8837999701499939,0.5354909896850586,0.9914712153518124,0.030456403989023637,19,0.01,1e-05,sgd,100,2,425.3547639846802
poincare,relu,kmnist,0.8801999688148499,0.5367816686630249,0.992170842217484,0.02988123217601203,20,0.01,1e-05,sgd,100,2,446.5775218009949
poincare,relu,kmnist,0.8406999707221985,0.7915547490119934,0.9932702558635395,0.02537062869965484,21,0.01,1e-05,sgd,100,2,467.84848952293396
poincare,relu,kmnist,0.8765999674797058,0.574225902557373,0.9915378464818764,0.028769506805067284,22,0.01,1e-05,sgd,100,2,489.1012930870056
