,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.3437,1.8284321,0.27952945,1.9661423,0,0.0001,1e-05,100,5,,
1,model_type.euclidean,activation.dmelu,0.3715,1.7511978,0.35793453,1.7855798,1,0.0001,1e-05,100,5,,
2,model_type.euclidean,activation.dmelu,0.38459998,1.7088846,0.38358274,1.7156512,2,0.0001,1e-05,100,5,,
3,model_type.euclidean,activation.dmelu,0.41259998,1.6375747,0.40254882,1.664906,3,0.0001,1e-05,100,5,,
4,model_type.euclidean,activation.dmelu,0.426,1.6105063,0.4162932,1.629805,4,0.0001,1e-05,100,5,,
5,model_type.euclidean,activation.dmelu,0.43719998,1.5817015,0.42869717,1.5993239,5,0.0001,1e-05,100,5,,
6,model_type.euclidean,activation.dmelu,0.44779998,1.5570838,0.43922055,1.5762116,6,0.0001,1e-05,100,5,,
7,model_type.euclidean,activation.dmelu,0.4484,1.5492556,0.44598272,1.551941,7,0.0001,1e-05,100,5,,
8,model_type.euclidean,activation.dmelu,0.45839998,1.5287912,0.453145,1.5327374,8,0.0001,1e-05,100,5,,
9,model_type.euclidean,activation.dmelu,0.45909998,1.52223,0.46112755,1.5111983,9,0.0001,1e-05,100,5,,
10,model_type.euclidean,activation.dmelu,0.45729998,1.5272884,0.46582907,1.4942526,10,0.0001,1e-05,100,5,,
11,model_type.euclidean,activation.dmelu,0.4712,1.4871827,0.47257122,1.4754794,11,0.0001,1e-05,100,5,,
12,model_type.euclidean,activation.dmelu,0.46859998,1.5012531,0.47861317,1.4557356,12,0.0001,1e-05,100,5,,
13,model_type.euclidean,activation.dmelu,0.4558,1.549952,0.48525527,1.4416507,13,0.0001,1e-05,100,5,,
14,model_type.euclidean,activation.dmelu,0.47439998,1.4790295,0.49161732,1.424769,14,0.0001,1e-05,100,5,,
15,model_type.euclidean,activation.dmelu,0.4822,1.4449942,0.4962188,1.4117802,15,0.0001,1e-05,100,5,,
16,model_type.euclidean,activation.dmelu,0.4874,1.4477092,0.49885964,1.3999139,16,0.0001,1e-05,100,5,,
17,model_type.euclidean,activation.dmelu,0.4912,1.4422343,0.50424135,1.3862199,17,0.0001,1e-05,100,5,,
18,model_type.euclidean,activation.dmelu,0.49109998,1.4310192,0.5071423,1.3760539,18,0.0001,1e-05,100,5,,
19,model_type.euclidean,activation.dmelu,0.4966,1.4167937,0.51132363,1.3640026,19,0.0001,1e-05,100,5,,
20,model_type.euclidean,activation.dmelu,0.48979998,1.4321553,0.51488477,1.3566791,20,0.0001,1e-05,100,5,,
21,model_type.euclidean,activation.dmelu,0.4967,1.4039662,0.52050656,1.3469207,21,0.0001,1e-05,100,5,,
22,model_type.euclidean,activation.dmelu,0.5063,1.3964747,0.5226672,1.3348646,22,0.0001,1e-05,100,5,,
23,model_type.euclidean,activation.dmelu,0.5079,1.3983265,0.52540815,1.3300492,23,0.0001,1e-05,100,5,,
24,model_type.euclidean,activation.dmelu,0.50409997,1.3961878,0.5283891,1.3190662,24,0.0001,1e-05,100,5,,
25,model_type.euclidean,activation.dmelu,0.5124,1.3811692,0.53307056,1.3086847,25,0.0001,1e-05,100,5,,
26,model_type.euclidean,activation.dmelu,0.5007,1.3947631,0.5349512,1.2996771,26,0.0001,1e-05,100,5,,
27,model_type.euclidean,activation.dmelu,0.502,1.3909383,0.5385724,1.2896959,27,0.0001,1e-05,100,5,,
28,model_type.euclidean,activation.dmelu,0.5051,1.3860071,0.54073304,1.2857689,28,0.0001,1e-05,100,5,,
29,model_type.euclidean,activation.dmelu,0.5104,1.3799806,0.5443342,1.2740455,29,0.0001,1e-05,100,5,,
30,model_type.euclidean,activation.dmelu,0.5124,1.3896068,0.54865557,1.2667313,30,0.0001,1e-05,100,5,,
31,model_type.euclidean,activation.dmelu,0.51159996,1.3732901,0.5519366,1.2560177,31,0.0001,1e-05,100,5,,
32,model_type.euclidean,activation.dmelu,0.5173,1.3524961,0.5528569,1.250522,32,0.0001,1e-05,100,5,,
33,model_type.euclidean,activation.dmelu,0.51199996,1.3768252,0.55853873,1.2435235,33,0.0001,1e-05,100,5,,
34,model_type.euclidean,activation.dmelu,0.5193,1.3711625,0.559239,1.2341756,34,0.0001,1e-05,100,5,,
35,model_type.euclidean,activation.dmelu,0.52059996,1.3619561,0.5639005,1.2284242,35,0.0001,1e-05,100,5,,
36,model_type.euclidean,activation.dmelu,0.5256,1.3520696,0.5634603,1.2231514,36,0.0001,1e-05,100,5,,
37,model_type.euclidean,activation.dmelu,0.52639997,1.3551784,0.56956226,1.2136116,37,0.0001,1e-05,100,5,,
38,model_type.euclidean,activation.dmelu,0.5118,1.365205,0.5695823,1.2086939,38,0.0001,1e-05,100,5,,
39,model_type.euclidean,activation.dmelu,0.51949996,1.359238,0.5734635,1.1977756,39,0.0001,1e-05,100,5,,
40,model_type.euclidean,activation.dmelu,0.5282,1.3440046,0.5730834,1.1954014,40,0.0001,1e-05,100,5,,
41,model_type.euclidean,activation.dmelu,0.523,1.3797308,0.58012563,1.183851,41,0.0001,1e-05,100,5,,
42,model_type.euclidean,activation.dmelu,0.5069,1.4131936,0.5805858,1.180019,42,0.0001,1e-05,100,5,,
43,model_type.euclidean,activation.dmelu,0.5313,1.3307184,0.5809459,1.1754196,43,0.0001,1e-05,100,5,,
44,model_type.euclidean,activation.dmelu,0.5248,1.3621525,0.5858475,1.1652979,44,0.0001,1e-05,100,5,,
45,model_type.euclidean,activation.dmelu,0.5222,1.358771,0.587428,1.1607722,45,0.0001,1e-05,100,5,,
46,model_type.euclidean,activation.dmelu,0.5208,1.3608958,0.5901088,1.1546444,46,0.0001,1e-05,100,5,,
47,model_type.euclidean,activation.dmelu,0.5312,1.3402252,0.5909491,1.1466637,47,0.0001,1e-05,100,5,,
48,model_type.euclidean,activation.dmelu,0.52669996,1.3568437,0.59072906,1.1417657,48,0.0001,1e-05,100,5,,
49,model_type.euclidean,activation.dmelu,0.5208,1.3884919,0.59493035,1.1355025,49,0.0001,1e-05,100,5,,
50,model_type.euclidean,activation.dmelu,0.5234,1.3669848,0.59519047,1.1339105,50,0.0001,1e-05,100,5,,
51,model_type.euclidean,activation.dmelu,0.51989996,1.3797823,0.5984115,1.1268421,51,0.0001,1e-05,100,5,,
52,model_type.euclidean,activation.dmelu,0.5331,1.3394777,0.6007922,1.1224838,52,0.0001,1e-05,100,5,,
53,model_type.euclidean,activation.dmelu,0.528,1.3476623,0.6013724,1.1139027,53,0.0001,1e-05,100,5,,
