,Model,Activation,Test accuracy,Test loss,Train accuracy,Train loss,Epoch,Learning rate,Weight decay,Neurons,Nlayers,Train hyperbolicities,Test hyperbolicities
0,model_type.euclidean,activation.dmelu,0.33609998,1.8234699,0.28074983,1.9565731,0,0.0001,1e-05,100,5,,
1,model_type.euclidean,activation.dmelu,0.3716,1.7397145,0.35211268,1.7955288,1,0.0001,1e-05,100,5,,
2,model_type.euclidean,activation.dmelu,0.38369998,1.7006356,0.37822104,1.7224432,2,0.0001,1e-05,100,5,,
3,model_type.euclidean,activation.dmelu,0.41759998,1.6281422,0.3990477,1.6679204,3,0.0001,1e-05,100,5,,
4,model_type.euclidean,activation.dmelu,0.42499998,1.6050477,0.41589308,1.630655,4,0.0001,1e-05,100,5,,
5,model_type.euclidean,activation.dmelu,0.43699998,1.5753417,0.42945743,1.5974382,5,0.0001,1e-05,100,5,,
6,model_type.euclidean,activation.dmelu,0.4425,1.5609933,0.43830025,1.5712415,6,0.0001,1e-05,100,5,,
7,model_type.euclidean,activation.dmelu,0.4405,1.5531492,0.44884363,1.5443332,7,0.0001,1e-05,100,5,,
8,model_type.euclidean,activation.dmelu,0.45799997,1.5150234,0.45474553,1.5234095,8,0.0001,1e-05,100,5,,
9,model_type.euclidean,activation.dmelu,0.4655,1.5001163,0.46228793,1.5065857,9,0.0001,1e-05,100,5,,
10,model_type.euclidean,activation.dmelu,0.47219998,1.496847,0.4684299,1.481992,10,0.0001,1e-05,100,5,,
11,model_type.euclidean,activation.dmelu,0.46649998,1.4961427,0.47575223,1.4672208,11,0.0001,1e-05,100,5,,
12,model_type.euclidean,activation.dmelu,0.4795,1.4597507,0.4815141,1.4461228,12,0.0001,1e-05,100,5,,
13,model_type.euclidean,activation.dmelu,0.4861,1.4464775,0.48361474,1.4352652,13,0.0001,1e-05,100,5,,
14,model_type.euclidean,activation.dmelu,0.4827,1.4515035,0.4921775,1.419925,14,0.0001,1e-05,100,5,,
15,model_type.euclidean,activation.dmelu,0.48729998,1.4293836,0.49575865,1.4064745,15,0.0001,1e-05,100,5,,
16,model_type.euclidean,activation.dmelu,0.4933,1.4267961,0.5011604,1.3912208,16,0.0001,1e-05,100,5,,
17,model_type.euclidean,activation.dmelu,0.4764,1.468982,0.50488156,1.3807201,17,0.0001,1e-05,100,5,,
18,model_type.euclidean,activation.dmelu,0.48929998,1.4303281,0.5111636,1.3690245,18,0.0001,1e-05,100,5,,
19,model_type.euclidean,activation.dmelu,0.5054,1.3931801,0.5130642,1.3592404,19,0.0001,1e-05,100,5,,
20,model_type.euclidean,activation.dmelu,0.4915,1.4420402,0.51920617,1.3482045,20,0.0001,1e-05,100,5,,
21,model_type.euclidean,activation.dmelu,0.5017,1.4055638,0.5214469,1.336131,21,0.0001,1e-05,100,5,,
22,model_type.euclidean,activation.dmelu,0.5021,1.3991437,0.5254682,1.3265198,22,0.0001,1e-05,100,5,,
23,model_type.euclidean,activation.dmelu,0.5112,1.3829291,0.52822906,1.3165299,23,0.0001,1e-05,100,5,,
24,model_type.euclidean,activation.dmelu,0.5049,1.392391,0.5330506,1.3073643,24,0.0001,1e-05,100,5,,
25,model_type.euclidean,activation.dmelu,0.5086,1.3838652,0.53501123,1.2962701,25,0.0001,1e-05,100,5,,
26,model_type.euclidean,activation.dmelu,0.5085,1.3790221,0.53895247,1.2906052,26,0.0001,1e-05,100,5,,
27,model_type.euclidean,activation.dmelu,0.5082,1.3855821,0.5432338,1.2795564,27,0.0001,1e-05,100,5,,
28,model_type.euclidean,activation.dmelu,0.5211,1.35677,0.5456346,1.2712814,28,0.0001,1e-05,100,5,,
29,model_type.euclidean,activation.dmelu,0.5146,1.3626446,0.5491157,1.2641076,29,0.0001,1e-05,100,5,,
